"ReferenceId","PolicyholderNumber","FirstPartyVehicleNumber","ThirdPartyVehicleNumber","PolicyholderOccupation","LossDate","FirstPolicySubscriptionDate","ClaimCause","ClaimInvolvedCovers","DamageImportance","FirstPartyVehicleType","ConnectionBetweenParties","LossPostCode","PolicyHolderPostCode","PolicyWasSubscribedOnInternet","NumberOfPoliciesOfPolicyholderInAllScope","FpVehicleAgeMonths","EasinessToStage","ClaimWihoutIdentifiedThirdParty","ClaimAmount","LossHour","PolicyHolderAge","NumberOfBodilyInjuries","FirstPartyLiability","Fraud"
14439,292029,391549,NA,"Worker","2020-09-27","2017-09-30","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","56700","56700",0,2,59,0.25,1,2039.96,21,30,0,0,0
14440,791340,926794,NA,"Retired","2020-09-27","2018-01-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","83550","83550",1,2,143,0.25,0,1568,12,58,0,1,0
14441,512654,1057257,NA,"Farmer","2020-09-27","2017-05-05","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","30250","30250",0,3,162,0.25,0,716.16,11,60,0,0,0
14442,780639,1082438,NA,"CivilServant","2020-09-27","2020-04-01","LossOfControl","MaterialDamages ActLiability MedicalCare","","Car","","26140","26330",0,1,49,0,1,6917.87,10,48,1,1,0
14443,746723,1016617,NA,"Retired","2020-09-27","2019-11-27","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","74160","74940",1,1,136,0.25,0,696.88,17,75,0,0,0
14444,331755,NA,NA,"CivilServant","2020-09-26","2017-08-04","AccidentOrCollision","MaterialDamages ActLiability","","Car","","17200","17200",0,3,1,0.25,1,0,17,29,0,0,0
14445,609547,1033506,NA,"CivilServant","2020-09-27","2018-09-06","WindscreenDamage","Windscreen","","Car","","59140","59240",0,3,99,0.5,1,1027.56,12,55,0,0,0
14446,798290,1110006,NA,"HeadOfCompany","2020-09-24","2020-06-16","WindscreenDamage","Windscreen","","Car","","33600","33600",1,1,51,0.5,1,200.71,0,56,0,0,0
14447,190956,992710,NA,"Retired","2020-09-22","2018-06-05","","","","Car","","22190","22190",0,2,12,0.25,1,0,0,74,0,0,0
14448,41772,28267,NA,"Unemployed","2020-09-08","2017-02-11","WindscreenDamage","Windscreen","","Car","","29950","29950",0,2,123,0.5,1,854.44,0,31,0,0,0
14449,804381,1119851,NA,"Employee","2020-09-21","2020-08-05","WindscreenDamage","Windscreen","","Car","","59171","59171",0,6,180,0.5,1,525.74,0,61,0,0,0
14450,445753,618654,NA,"Employee","2020-09-28","2018-04-12","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","74960","74330",0,5,248,0.25,0,615.76,9,47,0,0,0
14451,663044,882380,NA,"Retired","2020-09-17","2018-11-05","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","3300","3260",0,1,86,0.25,0,318.41,16,69,0,0,0
14452,1503177,473252,NA,"","2020-09-05","2017-06-13","WindscreenDamage","Windscreen","","PrivateCar","","33000","33000",0,3,51,0.5,1,729.8,0,NA,0,0,0
14453,363793,535313,NA,"Retired","2020-09-24","2018-01-15","AccidentOrCollision","MaterialDamages ActLiability","","Caravan","","53100","53100",0,1,54,0.25,1,2156.55,15,74,0,1,0
14454,803205,1118039,NA,"Employee","2020-09-28","2020-06-25","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","22000","22440",0,2,167,0.25,0,960.81,18,27,0,0,0
14455,795057,NA,NA,"Employee","2020-09-29","2020-06-04","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","30000","30000",0,1,213,0.25,0,1568,12,47,0,1,0
14456,618481,821856,NA,"Employee","2020-09-28","2018-09-29","WindscreenDamage","Windscreen","","Car","","76130","76130",1,1,71,0.5,1,333.59,0,53,0,0,0
14457,772685,1149410,NA,"Employee","2020-09-26","2020-07-01","Vandalism","ActLiability Burglary","","Motorcycle","","35400","35400",0,3,0,0.5,1,339.98,0,21,0,0,0
14458,277420,357611,NA,"Employee","2020-09-10","2018-08-14","WindscreenDamage","Windscreen","","Car","","56450","56450",0,1,138,0.5,1,256.03,0,35,0,0,0
14459,801008,1114518,NA,"Employee","2020-09-23","2020-07-28","WindscreenDamage","Windscreen","","Car","","47390","47390",0,1,87,0.5,1,647.81,14,55,0,0,0
14460,794033,1102904,NA,"Employee","2020-09-25","2020-06-04","WindscreenDamage","Windscreen","","Car","","30000","30000",1,1,44,0.5,1,568.66,10,31,0,0,0
14461,373119,544969,NA,"CivilServant","2020-08-03","2019-01-29","WindscreenDamage","Windscreen","","Car","","16800","16800",0,1,64,0.5,1,838.85,0,36,0,0,0
14462,490817,669600,NA,"Retired","2020-09-25","2019-05-01","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","14680","14680",0,2,144,0.25,0,950,15,66,0,0,0
14463,803954,1119507,NA,"CivilServant","2020-09-28","2020-07-02","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","93290","93290",1,1,53,0.25,0,4228.61,15,50,0,0,0
14464,406971,578214,NA,"Employee","2020-09-14","2017-05-13","WindscreenDamage","Windscreen","","Car","","30640","30000",0,2,122,0.5,1,652.87,0,39,0,0,0
14465,399719,569964,NA,"Worker","2020-09-28","2017-02-25","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","63430","63370",0,1,120,0.25,0,1011.44,12,46,0,0,0
14466,323605,474277,NA,"Student","2020-01-15","2018-11-28","WindscreenDamage","Windscreen","","Car","","33680","33680",0,2,252,0.5,1,626.12,0,25,0,0,0
14467,491305,670151,NA,"Employee","2020-08-21","2019-06-01","WindscreenDamage","Windscreen","","Car","","7790","7790",0,1,126,0.5,1,401.69,8,51,0,0,0
14468,334246,507588,NA,"Employee","2020-09-15","2019-01-16","WindscreenDamage","Windscreen","","Car","","","33360",0,1,186,0.5,1,712.96,0,31,0,0,0
14469,377515,549112,NA,"Employee","2020-09-02","2019-02-13","WindscreenDamage","Windscreen","","Car","","","7100",1,1,114,0.5,1,142.14,0,21,0,0,0
14470,549697,738446,NA,"CivilServant","2020-09-23","2017-06-28","WindscreenDamage","Windscreen","","Car","","","52700",0,1,38,0.5,1,68.11,0,59,0,0,0
14471,547774,735786,NA,"Employee","2020-06-12","2017-07-16","WindscreenDamage","Windscreen","","Car","","","88200",0,2,168,0.5,1,313.69,0,59,0,0,0
14472,460942,635019,NA,"Worker","2020-09-30","2019-05-19","WindscreenDamage","Windscreen","","Car","","49800","49800",1,1,128,0.5,1,375.26,0,36,0,0,0
14473,579440,773716,NA,"Employee","2020-09-01","2017-08-11","WindscreenDamage","Windscreen","","Car","","88370","88370",0,2,225,0.5,1,570,8,52,0,0,0
14474,448724,1076871,NA,"Retired","2020-09-29","2018-04-01","CollisionWithAnimal","MaterialDamages ActLiability ReplacementVehicle","","Car","","57400","57400",0,1,23,0.25,1,1912,21,66,0,0,0
14475,685266,912144,NA,"Employee","2020-09-04","2017-01-19","WindscreenDamage","Windscreen","","Caravan","","11100","11100",0,1,91,0.5,1,58.8,0,51,0,0,0
14476,490696,669429,NA,"Retired","2020-09-27","2019-04-26","LossOfControl","MaterialDamages ActLiability","","Car","","63130","63130",0,3,45,0.5,1,8025.89,16,64,0,1,0
14477,721574,963909,NA,"Employee","2020-09-21","2017-01-28","WindscreenDamage","Windscreen","","Car","","62300","62300",0,1,131,0.5,1,773.82,0,56,0,0,0
14478,750723,1024370,NA,"Employee","2020-09-25","2019-12-01","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","42000","42680",0,1,162,0.25,0,2500,20,24,0,0,0
14479,198318,293895,NA,"Worker","2020-09-29","2017-04-26","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","16570","16570",0,5,44,0.25,1,3882.36,6,27,0,0,0
14480,82399,65680,NA,"CivilServant","2020-09-30","2019-02-22","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","22000","22000",0,2,62,0.25,1,3294.87,13,43,0,0,0
14481,201728,1111087,NA,"Worker","2020-09-30","2018-06-16","AccidentOrCollision","ActLiability","","Car","","35510","35890",0,2,175,0.25,1,0,14,25,0,0,0
14482,166511,167138,NA,"Retired","2020-09-30","2018-05-18","AccidentOrCollision","MaterialDamages ActLiability","","Car","","35600","35600",0,2,109,0.25,1,0,15,71,0,0,0
14483,47067,33343,1153324,"Employee","2020-09-29","2018-02-02","AccidentWithIdentifiedThirdParty","ActLiability","","Motorcycle","","35740","35740",0,2,32,0.25,0,1013.66,12,51,0,0,0
14484,364197,535775,NA,"Employee","2020-09-22","2018-02-20","Vandalism","ActLiability Burglary ReplacementVehicle","","Car","","34150","34150",0,3,90,0.5,1,2268.8,12,50,0,0,0
14485,82399,65680,NA,"CivilServant","2020-09-30","2019-02-22","AccidentOrCollision","MaterialDamages ActLiability","","Car","","22000","22000",0,2,62,0.25,1,0,15,43,0,0,0
14486,490309,668980,NA,"CivilServant","2020-09-29","2019-04-15","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ReplacementVehicle","","Car","","83300","83300",0,1,46,0.25,0,474.17,10,40,0,0,0
14487,193827,NA,NA,"Farmer","2020-09-21","2019-05-11","WindscreenDamage","Windscreen","","Car","","29420","29420",0,1,146,0.5,1,882.37,17,24,0,0,0
14488,793541,1102330,NA,"Worker","2020-09-23","2020-05-29","WindscreenDamage","Windscreen","","Car","","40390","40390",0,3,329,0.5,1,576.88,12,46,0,0,0
14489,817234,1140959,NA,"","2020-10-01","2020-09-01","TotalTheft","ActLiability Theft","","Car","","69100","69100",1,1,209,0.5,1,3328,NA,38,0,0,0
14490,564257,755094,NA,"Unemployed","2020-10-01","2019-07-10","TheftOfExteriorElements","ActLiability","","Car","","34000","34000",1,1,174,0.5,1,0,0,49,0,0,0
14491,368636,540503,NA,"Employee","2020-10-01","2019-01-09","WindscreenDamage","Windscreen ActLiability","","Car","","30900","30900",0,1,172,0.5,1,559.1,0,41,0,0,0
14492,688189,916955,NA,"Retired","2020-09-29","2017-12-01","Storm","ActLiability NaturalCatastrophes","","Caravan","","83240","5230",0,1,327,0.25,1,0,10,71,0,0,0
14493,482703,659765,NA,"SelfEmployed","2020-09-26","2018-02-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","63100","63100",0,5,140,0.25,0,1275.84,12,61,0,0,0
14494,755914,1034400,NA,"Retired","2020-08-18","2019-12-02","WindscreenDamage","Windscreen","","Car","","25660","25660",0,1,17,0.5,1,676.1,0,75,0,0,0
14495,557583,1061584,NA,"Employee","2020-09-07","2019-07-02","WindscreenDamage","Windscreen","","Car","","62270","62270",0,2,230,0.5,1,753.19,0,36,0,0,0
14496,362658,534062,NA,"Employee","2020-09-13","2018-01-03","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","94450","94450",0,1,165,0.25,0,1568,12,43,0,1,0
14497,759038,1053916,NA,"Retired","2020-09-22","2019-12-18","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","50200","50810",0,2,11,0.25,0,268.6,11,65,0,0,0
14498,748697,1051128,NA,"Executive","2020-10-01","2019-12-07","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","21000","21000",1,2,9,0.25,0,2070.18,13,46,0,0,0
14499,123377,327450,NA,"Employee","2020-09-25","2018-09-03","WindscreenDamage","Windscreen","","Car","","29200","29830",0,1,95,0.5,1,553.45,17,26,0,0,0
14500,794101,NA,NA,"Employee","2020-10-01","2020-06-02","","","","Car","","44230","44230",0,1,141,0.25,1,0,0,24,0,0,0
14501,411100,1098285,NA,"Employee","2020-09-23","2018-03-01","WindscreenDamage","Windscreen","","Car","","78270","78270",1,4,93,0.5,1,836.8,0,27,0,0,0
14502,803255,1118134,NA,"Employee","2020-09-30","2020-08-04","LossOfControl","MaterialDamages ActLiability","TotalLoss","Car","","35250","35760",0,2,160,0.5,1,3531,17,56,0,1,0
14503,556324,746934,NA,"HeadOfCompany","2020-09-29","2019-07-24","WindscreenDamage","Windscreen","","Car","","2470","2470",0,1,223,0.5,1,1118.77,0,49,0,0,0
14504,668998,889785,1154396,"Executive","2020-09-29","2018-11-19","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","83000","83720",1,1,106,0,0,0,0,40,1,0,0
14505,11913,262001,NA,"Worker","2020-10-01","2017-02-13","Storm","ActLiability NaturalCatastrophes","TotalLoss","Car","","56500","56500",0,9,167,0.25,1,3339,23,34,0,0,0
14506,636449,846301,NA,"Employee","2020-10-02","2018-09-12","Storm","Windscreen ActLiability NaturalCatastrophes","","Car","","35400","35490",0,1,136,0.25,1,1547.68,7,47,0,0,0
14507,769776,1061407,NA,"Worker","2020-09-21","2020-02-01","WindscreenDamage","Windscreen","","Car","","1750","1750",1,1,126,0.5,1,203.96,0,35,0,0,0
14508,755197,1033147,NA,"CivilServant","2020-10-02","2020-01-01","AccidentOrCollision","MaterialDamages ActLiability","","Car","","35190","22830",0,5,50,0.25,1,6534.28,7,32,0,1,0
14509,408690,580011,NA,"CivilServant","2020-08-15","2019-02-21","WindscreenDamage","Windscreen","","Car","","1160","1160",0,3,202,0.5,1,380.66,10,48,0,0,0
14510,777927,1077384,NA,"Employee","2020-09-23","2020-02-26","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","63000","63000",0,1,7,0.25,0,639.73,12,41,0,0,0
14511,375610,547217,NA,"Retired","2020-10-01","2019-01-01","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","33700","33450",1,1,17,0.25,0,1995.05,18,65,0,0,0
14512,234383,273658,NA,"Employee","2020-10-02","2018-06-06","AccidentWithUnidentifiedThirdParty","Windscreen ActLiability","","Car","","22400","22400",0,2,172,0.25,1,0,10,37,0,0,0
14513,794475,1103744,NA,"Employee","2020-09-28","2020-06-23","WindscreenDamage","Windscreen","","Car","","22100","22100",0,4,57,0.5,1,68.11,12,43,0,0,0
14514,238220,280686,NA,"Retired","2020-10-02","2019-07-11","LossOfControl","MaterialDamages ActLiability","","Car","","29600","29600",0,3,98,0.5,1,2945.98,5,67,0,1,0
14515,173812,177141,NA,"Unemployed","2020-09-02","2019-05-08","WindscreenDamage","Windscreen","","Car","","33600","33600",0,3,185,0.5,1,886.92,0,45,0,0,0
14516,368545,540407,NA,"","2020-09-30","2019-02-07","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","6580","6580",1,2,74,0.25,0,0,16,62,0,0,0
14517,755282,1033377,NA,"Employee","2020-10-01","2019-11-29","WindscreenDamage","Windscreen","","Car","","74500","74500",1,1,166,0.5,1,402.51,19,19,0,0,0
14518,786260,NA,NA,"Employee","2020-10-02","2020-05-01","WindscreenDamage","Windscreen","","Car","","33420","33360",1,1,128,0.5,1,866.13,13,40,0,0,0
14519,14612,447303,NA,"Employee","2020-10-01","2017-12-25","WindscreenDamage","Windscreen","","Car","","31120","9100",0,1,89,0.5,1,373.12,12,35,0,0,0
14520,732343,979374,NA,"Employee","2020-10-02","2019-01-18","","","","Car","","94140","94140",1,1,22,0.25,1,0,0,59,0,0,0
14521,780029,435420,NA,"Employee","2020-10-02","2020-03-07","Storm","ActLiability NaturalCatastrophes","","Car","","56400","56400",0,1,50,0.25,1,612,0,27,0,0,0
14522,781321,NA,NA,"Employee","2020-09-26","2020-04-13","WindscreenDamage","Windscreen","","Car","","45430","45430",0,5,233,0.5,1,1110.7,0,45,0,0,0
14523,332429,501830,NA,"Worker","2020-09-24","2019-01-29","AccidentWithIdentifiedThirdParty","ActLiability","","Car","SameAddress","35220","35220",0,4,146,0.25,0,1079.32,17,34,0,0,0
14524,237874,1054061,NA,"Worker","2020-10-02","2018-08-03","LossOfControl","MaterialDamages ActLiability","","Car","","29620","29620",0,6,105,0.5,1,2594.82,10,52,0,1,0
14525,11913,262001,NA,"Worker","2020-10-02","2017-02-13","AccidentOrCollision","ActLiability","","Car","","56660","56500",0,9,167,0.25,1,0,18,34,0,0,0
14526,528367,992430,NA,"CivilServant","2020-10-02","2018-06-05","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","54390","54940",1,5,200,0.25,0,1568,8,33,0,1,0
14527,695524,926540,NA,"Employee","2020-09-04","2018-12-18","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","40230","42230",1,1,171,0.25,0,1568,12,36,0,1,0
14528,726967,1047851,NA,"Employee","2020-10-01","2018-12-05","WindscreenDamage","Windscreen","","Car","","67204","67204",0,3,20,0.5,1,530.24,0,42,0,0,0
14529,240416,325070,NA,"Retired","2020-10-02","2018-07-06","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","29200","29460",0,12,141,0.25,0,2121.65,17,61,0,0,0
14530,698613,930132,NA,"Retired","2020-10-02","2017-12-19","WindscreenDamage","Windscreen","","Car","","40990","40990",1,1,33,0.5,1,202.78,10,77,0,0,0
14531,642202,853158,NA,"Student","2020-09-15","2018-10-24","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","77190","77190",1,1,113,0.25,1,0,0,21,0,0,0
14532,779822,1080913,NA,"","2020-10-03","2020-03-05","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ReplacementVehicle","","Car","","64100","64100",1,1,233,0.25,0,758.98,0,29,0,0,0
14533,164276,166929,NA,"Student","2020-10-03","2017-06-01","WindscreenDamage","Windscreen","","Car","","57000","22360",0,6,48,0.5,1,146.18,0,21,0,0,0
14534,809883,NA,NA,"Employee","2020-10-03","2020-08-08","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","35360","35360",0,2,25,0.25,1,0,19,23,0,0,0
14535,608789,810290,NA,"Employee","2020-10-03","2017-08-31","LossOfControl","MaterialDamages ActLiability","","Car","","13009","13009",0,1,37,0.5,1,1180.83,13,63,0,1,0
14536,755715,NA,NA,"Executive","2020-10-03","2020-01-03","WindscreenDamage","Windscreen","","Car","","29200","29200",0,4,21,0.5,1,176.75,0,47,0,0,0
14537,754200,1031275,NA,"","2020-10-03","2019-12-30","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","Medium","Car","","92290","14130",1,1,93,0.25,0,7305.28,8,34,0,1,0
14538,730898,978148,NA,"Employee","2020-09-23","2019-01-01","Vandalism","ActLiability Burglary","","Car","","34560","34560",0,1,131,0.5,1,7704.62,0,44,0,0,0
14539,796809,1107467,1155007,"Employee","2020-10-02","2020-06-11","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","66480","66160",0,1,48,0.25,0,1009.83,7,22,0,0,0
14540,662501,881577,NA,"Retired","2020-09-22","2018-10-01","WindscreenDamage","Windscreen","","Car","","55200","55200",0,3,118,0.5,1,616.87,15,61,0,0,0
14541,791692,1099205,NA,"CivilServant","2020-09-16","2020-05-20","WindscreenDamage","Windscreen ActLiability","","Car","","93700","93700",1,1,160,0.5,1,1120.72,0,47,0,0,0
14542,556132,746708,NA,"Employee","2020-09-24","2019-06-13","WindscreenDamage","Windscreen","","Car","","14860","14860",0,1,108,0.5,1,320.02,0,29,0,0,0
14543,738378,999959,NA,"Employee","2020-09-22","2019-09-24","WindscreenDamage","Windscreen","","Caravan","","1660","1660",0,2,194,0.5,1,80,0,55,0,0,0
14544,368808,1115252,NA,"Employee","2020-09-25","2017-11-09","WindscreenDamage","Windscreen ActLiability","","Car","","54510","54510",0,6,46,0.5,1,922,0,32,0,0,0
14545,518452,785032,NA,"Employee","2020-09-17","2018-06-23","WindscreenDamage","Windscreen","","Car","","54170","54170",0,2,135,0.5,1,698.81,0,30,0,0,0
14546,819715,1144819,NA,"Employee","2020-09-24","2020-09-07","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","8000","8000",1,1,32,0.25,1,1987.93,17,74,0,0,0
14547,55902,1046247,NA,"Employee","2020-10-03","2019-02-01","AccidentOrCollision","MaterialDamages ActLiability","","Car","","33141","33141",0,6,63,0.25,1,0,0,43,0,0,0
14548,759152,1040671,NA,"Employee","2020-10-02","2019-12-14","WindscreenDamage","Windscreen","","Car","","35200","35200",0,1,141,0.5,1,167.22,1,41,0,0,0
14549,168205,169598,232477,"Employee","2020-09-18","2019-05-28","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","35000","35490",0,9,137,0.25,0,0,16,50,0,0,0
14550,200843,502106,1155008,"Employee","2020-10-05","2017-07-24","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","35520","35630",0,5,21,0.25,0,2407.61,8,34,0,0,0
14551,767955,1097711,NA,"Retired","2020-10-02","2020-01-18","WindscreenDamage","Windscreen","","Car","","59820","59820",0,4,230,0.5,1,795.71,0,71,0,0,0
14552,690564,920494,217234,"Merchant","2020-10-03","2018-12-18","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","83160","83390",0,1,72,0.25,0,0,16,61,0,0,0
14553,166610,167277,NA,"Employee","2020-10-03","2017-04-04","Vandalism","ActLiability","","Motorcycle","","29200","29480",0,2,51,0.5,1,0,14,30,0,0,0
14554,761970,NA,NA,"Merchant","2020-09-19","2019-12-23","WindscreenDamage","Windscreen","","Car","","11000","11000",0,4,27,0.5,1,933.1,21,59,0,0,0
14555,403383,808741,NA,"Employee","2020-10-05","2017-08-17","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","30000","30000",0,2,176,0.25,0,842.84,17,43,0,0,0
14556,249438,299564,NA,"CivilServant","2020-10-05","2017-08-09","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","63000","63000",0,3,55,0.25,0,558,18,38,0,0,0
14557,545706,732823,NA,"Executive","2020-09-30","2017-06-07","Vandalism","ActLiability Burglary","","Car","","50100","29170",0,1,40,0.5,1,1448.72,8,61,0,0,0
14558,780445,234408,1155574,"Student","2020-10-05","2020-03-06","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","56100","56600",0,1,238,0.25,0,1450,17,19,0,0,0
14559,794500,1103789,NA,"CivilServant","2020-10-02","2020-06-12","Storm","ActLiability NaturalCatastrophes","","Car","","35750","35750",0,6,113,0.25,1,359.4,10,33,0,0,0
14560,190369,201084,NA,"Worker","2020-10-03","2017-04-15","LossOfControl","MaterialDamages ActLiability","","Car","","56500","56500",0,2,40,0.5,1,4581.32,1,47,0,1,0
14561,321748,468868,NA,"Student","2020-10-03","2018-11-30","WindscreenDamage","Windscreen MaterialDamages ActLiability","","Car","","35500","35210",0,2,199,0.5,1,413.86,22,22,0,0,0
14562,481102,657708,NA,"Unemployed","2020-10-03","2018-05-01","LossOfControl","MaterialDamages ActLiability","","Car","","18150","18150",0,2,94,0.5,1,3036.51,21,56,0,1,0
14563,445133,617957,NA,"Worker","2020-10-05","2018-03-12","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","66430","66430",0,2,123,0.25,0,2015,9,35,0,0,0
14564,368061,539890,NA,"Merchant","2020-09-29","2019-01-04","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","7200","7200",0,2,179,0.25,0,1252.92,11,61,0,0,0
14565,743319,1009677,NA,"Employee","2020-10-06","2019-10-14","WindscreenDamage","Windscreen ActLiability","","Car","","35770","35770",0,1,55,0.5,1,573.99,14,35,0,0,0
14566,805082,1131191,NA,"Employee","2020-09-18","2019-07-22","WindscreenDamage","Windscreen","","Car","","","29200",0,2,141,0.5,1,644.94,0,24,0,0,0
14567,754558,1031955,NA,"Employee","2020-09-24","2019-11-27","WindscreenDamage","Windscreen","","Car","","","13850",0,1,64,0.5,1,562.54,0,40,0,0,0
14568,693110,924195,NA,"HeadOfCompany","2020-09-29","2018-11-28","WindscreenDamage","Windscreen","","Car","","","54116",0,1,22,0.5,1,143.98,0,54,0,0,0
14569,756302,1072341,NA,"Employee","2020-08-09","2019-12-03","WindscreenDamage","Windscreen","","Car","","55130","87230",1,3,5,0.5,1,815.56,0,28,0,0,0
14570,52412,1111100,NA,"HeadOfCompany","2020-09-03","2019-04-26","WindscreenDamage","Windscreen","","Car","","","33260",0,1,154,0.5,1,143.98,0,36,0,0,0
14571,737274,NA,NA,"Employee","2020-10-01","2019-09-19","WindscreenDamage","Windscreen","","Car","","","42350",0,2,99,0.5,1,143.98,0,55,0,0,0
14572,824129,1151764,NA,"Worker","2020-09-26","2020-09-26","WindscreenDamage","Windscreen","","Car","","","29140",0,1,194,0.5,1,950.38,0,30,0,0,0
14573,804332,NA,NA,"Employee","2020-09-14","2020-08-06","WindscreenDamage","Windscreen","","Car","","","15000",0,1,104,0.5,1,915.01,0,27,0,0,0
14574,557139,747919,NA,"Employee","2020-09-26","2019-06-14","WindscreenDamage","Windscreen","","Car","","","77220",0,3,46,0.5,1,729.99,0,48,0,0,0
14575,777391,1076138,NA,"Employee","2020-09-21","2020-03-29","WindscreenDamage","Windscreen","","Car","","","46100",0,1,124,0.5,1,489.65,0,24,0,0,0
14576,173264,176301,NA,"CivilServant","2020-08-29","2017-04-22","WindscreenDamage","Windscreen","","Car","","","33610",0,2,124,0.5,1,654.93,0,49,0,0,0
14577,795403,1105268,NA,"Employee","2020-09-27","2020-07-06","WindscreenDamage","Windscreen","","Car","","","57350",0,1,167,0.5,1,583.63,0,21,0,0,0
14578,817592,NA,NA,"Student","2020-09-15","2020-09-01","WindscreenDamage","Windscreen","","Car","","","14500",0,1,179,0.5,1,196.85,0,22,0,0,0
14579,198447,1075917,NA,"Worker","2020-10-06","2019-05-29","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","33114","33114",0,5,101,0.25,1,534.6,19,43,0,0,0
14580,262681,1125661,NA,"Worker","2020-09-18","2018-07-26","WindscreenDamage","Windscreen","","Car","","","56190",0,3,65,0.5,1,347.49,0,20,0,0,0
14581,640202,850834,NA,"Farmer","2020-09-11","2018-11-10","WindscreenDamage","Windscreen","","Car","","55130","74520",1,1,221,0.5,1,468.68,0,35,0,0,0
14582,14254,181532,NA,"Worker","2020-10-03","2017-05-17","LossOfControl","MaterialDamages ActLiability ThirdParty","","Car","","63000","63000",0,3,40,0.5,1,2600.99,14,51,0,0,0
14583,493415,671883,NA,"Employee","2020-10-04","2018-10-31","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ThirdParty","TotalLoss","Car","","84500","84500",1,3,149,0.25,0,2284,15,52,0,1,0
14584,806502,1123328,NA,"Unemployed","2020-10-05","2020-07-16","WindscreenDamage","Windscreen","","Car","","56530","56530",1,1,30,0.5,1,94.5,0,32,0,0,0
14585,1497495,1008157,NA,"","2020-10-05","2019-10-10","LossOfControl","MaterialDamages ActLiability ReplacementVehicle","","PrivateCar","","22700","22700",0,1,13,0.5,1,804.31,20,NA,0,1,0
14586,370643,542619,NA,"Employee","2020-10-02","2018-05-18","WindscreenDamage","Windscreen","","Car","","74570","74570",0,6,151,0.5,1,691.66,0,41,0,0,0
14587,5745,274789,NA,"Employee","2020-09-15","2019-02-05","WindscreenDamage","Windscreen","","Car","","29850","29850",0,2,138,0.5,1,252,0,54,0,0,0
14588,664712,1112454,NA,"Employee","2020-10-01","2018-10-17","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","1100","1200",0,3,171,0.25,0,1600,13,48,0,0,0
14589,238244,280729,NA,"Retired","2020-10-07","2020-04-01","LossOfControl","MaterialDamages ActLiability","","Car","","35220","35220",0,5,103,0.5,1,756.2,10,71,0,1,0
14590,734996,993167,NA,"Executive","2020-09-29","2019-09-10","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","64600","64600",0,1,12,0,0,3048,10,51,2,1,0
14591,411437,582724,NA,"Retired","2020-09-30","2019-03-03","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","94250","93110",0,2,112,0.25,0,1924.04,16,66,0,0,0
14592,497018,675936,NA,"Unemployed","2020-10-06","2019-05-28","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","34500","34500",1,1,57,0.25,0,898.82,17,42,0,0,0
